Link,Yorum
https://www.trendyol.com/lenovo/loq-12-nesil-core-i5-12450h-rtx3050-6gb-8gb-512gb-ssd-15-6-w11-p-779236201?boutiqueId=61&merchantId=122596&advertItems=eyJhZHZlcnRJZCI6IjVlN2VlYzVhLTQ3ZmMtNGMzNS1hODgzLTA0NmI4ZWE2NmQxMSIsInNvcnRpbmdTY29yZSI6MC4xMTUxNDU3NTA4Nzg3NTEyNiwiYWRTY29yZSI6MC4wMzM3NDUzMTEyMDA2MTg3NDQsImFkU2NvcmVzIjp7IjEiOjAuMDMzNzQ1MzExMjAwNjE4NzQ0LCIyIjowLjAzMzc0NTMxMTIwMDYxODc0NH0sImNwYyI6My40MTIxOTk5OTk5OTk5OTk1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjMuMTE2NTIwODQ5NDM1MDY0LCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTYsImF0dHJpYnV0ZXMiOiIifQ==,Harika bir bilgisayar ne oyunda ne grafik programlarında üzmüyor. Yalnızca ram biraz düşük onu da yeni bi tane alıp yükseltebilirsiniz. Ben aldığımda fiyatı biraz daha düşüktü fakat dönemine göre yine çok iyi fiyat 26k bu yüzden tercih edilebilir.
https://www.trendyol.com/lenovo/loq-12-nesil-core-i5-12450h-rtx3050-6gb-8gb-512gb-ssd-15-6-w11-p-779236201?boutiqueId=61&merchantId=122596&advertItems=eyJhZHZlcnRJZCI6IjVlN2VlYzVhLTQ3ZmMtNGMzNS1hODgzLTA0NmI4ZWE2NmQxMSIsInNvcnRpbmdTY29yZSI6MC4xMTUxNDU3NTA4Nzg3NTEyNiwiYWRTY29yZSI6MC4wMzM3NDUzMTEyMDA2MTg3NDQsImFkU2NvcmVzIjp7IjEiOjAuMDMzNzQ1MzExMjAwNjE4NzQ0LCIyIjowLjAzMzc0NTMxMTIwMDYxODc0NH0sImNwYyI6My40MTIxOTk5OTk5OTk5OTk1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjMuMTE2NTIwODQ5NDM1MDY0LCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTYsImF0dHJpYnV0ZXMiOiIifQ==,"f/p urunu hem oyun hem is icin ideal Ekran kalitesi,mlzme kalitesi cok iyi.bu fiyat bandinda olan cihaz lar arasinda kaliteli"
https://www.trendyol.com/lenovo/loq-12-nesil-core-i5-12450h-rtx3050-6gb-8gb-512gb-ssd-15-6-w11-p-779236201?boutiqueId=61&merchantId=122596&advertItems=eyJhZHZlcnRJZCI6IjVlN2VlYzVhLTQ3ZmMtNGMzNS1hODgzLTA0NmI4ZWE2NmQxMSIsInNvcnRpbmdTY29yZSI6MC4xMTUxNDU3NTA4Nzg3NTEyNiwiYWRTY29yZSI6MC4wMzM3NDUzMTEyMDA2MTg3NDQsImFkU2NvcmVzIjp7IjEiOjAuMDMzNzQ1MzExMjAwNjE4NzQ0LCIyIjowLjAzMzc0NTMxMTIwMDYxODc0NH0sImNwYyI6My40MTIxOTk5OTk5OTk5OTk1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjMuMTE2NTIwODQ5NDM1MDY0LCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTYsImF0dHJpYnV0ZXMiOiIifQ==,Güzel bilgisayar
https://www.trendyol.com/samsung/galaxy-tab-a9-64-gb-navy-samsung-turkiye-garantili-p-767487788?boutiqueId=61&merchantId=656513,sorunsuz bir şekilde geldi ve beklentimi karşıladı
https://www.trendyol.com/samsung/galaxy-tab-a9-64-gb-navy-samsung-turkiye-garantili-p-767487788?boutiqueId=61&merchantId=656513,Sorunsuz güvenilir
https://www.trendyol.com/samsung/galaxy-tab-a9-64-gb-navy-samsung-turkiye-garantili-p-767487788?boutiqueId=61&merchantId=656513,cok şirin cok beğendik çocuklarımla
https://www.trendyol.com/samsung/galaxy-tab-a9-64-gb-navy-samsung-turkiye-garantili-p-767487788?boutiqueId=61&merchantId=656513,yeğenime aldım van a gitti çok beğenmiş kalitesi inceligi ürün gayet kullanışlı düşünmeden alın derim
https://www.trendyol.com/samsung/galaxy-tab-a9-64-gb-navy-samsung-turkiye-garantili-p-767487788?boutiqueId=61&merchantId=656513,Güzel bir model
https://www.trendyol.com/lenovo/tab-m9-32gb-gri-p-741166398?boutiqueId=61&merchantId=107676,Çok güzel ikizlerim için aldım kasma donma hiç yok şarjı çok iyi dayanıyor tavsiye ederim
https://www.trendyol.com/lenovo/tab-m9-32gb-gri-p-741166398?boutiqueId=61&merchantId=107676,"5 yaşındaki kızım için aldım ama bende bayağı inceledim. çok profesyonel olmayacak şekilde günlük işler olarak her anlamda sizi tatmin edecek bir cihaz. kutusundan kırılmaz ekran koruyucu, koruyucu kılıf, şarj adaptörü ve kablosu çıkıyor. yani ürünü aldıktan sonra ek hiçbir masraf yapmadan direkt kullanmaya başlayabilirsiniz. kurulumu çok kolay. Google hesabınızla direk eşleşme sağlayarak çok kısa sürede kurulumu tamamlayıp kullanmaya başlayabilirsiniz. şarja gelirsek pil kullanım süresi ve dolum süresi olarak beni tatmin ettiğini söyleyebiliri"
https://www.trendyol.com/lenovo/tab-m9-32gb-gri-p-741166398?boutiqueId=61&merchantId=107676,Beklediğimden büyük çok beğendim bir sorun görmedim
https://www.trendyol.com/lenovo/tab-m9-32gb-gri-p-741166398?boutiqueId=61&merchantId=107676,"Oğlum için aldım, gayet kullanışlı, kurulumu kolay, rahat taşınabilen, hafif ve amaca yönelik kullanıldıgında sizi memnun edebilecek bir ürün. Biz şimdilik aşk yaşıyoruz kendısıyle"
https://www.trendyol.com/lenovo/tab-m9-32gb-gri-p-741166398?boutiqueId=61&merchantId=107676,çocuk için aldım kaliteli
https://www.trendyol.com/samsung/galaxy-tab-s7-fe-wifi-siyah-tablet-samsung-turkiye-garantili-p-154861970?boutiqueId=638145&merchantId=968,"Ürünü bir aydan fazla süredir kullanıyorum. Çok kullanışlı, ekran boyutu büyük olur mu diye düşünüyordum ancak alıştıktan sonra olağanüstü kullanışlı olduğunu farkettim. Ekranı başarılı, parlaklığı genelde yetiyor. Film, video izlerken de çok başarılı kitap okumak için de oldukça rahat ve gözü yormuyor. 64 gb az geldi bana ama SD card girişi olduğu için problem olmadı. Bazen kullanımda yavaşlık oluyor donmalar oluyor ancak çok aşırı rahatsız etmiyor. Ses çıkışı (Bluetooth) ve hoparlörler inanılmaz derecede başarılı. Cihazla birlikte gelen bazı "
https://www.trendyol.com/samsung/galaxy-tab-s7-fe-wifi-siyah-tablet-samsung-turkiye-garantili-p-154861970?boutiqueId=638145&merchantId=968,ürün süper çok beğendik sağlam bir şekilde elime ulaştı satıcı İyi paketlemisti oğluma aldım elinden düşürmüyor ayrıca film izlemek çok keyifli ses kalitesi mükemmel kalemide çok kullanışlı indirimdeyken aldım 6900 TL'ye tavsiye ederim
https://www.trendyol.com/samsung/galaxy-tab-s7-fe-wifi-siyah-tablet-samsung-turkiye-garantili-p-154861970?boutiqueId=638145&merchantId=968,tablet çok kullanışlı okul için aldım. içindeki bir çok özellik okul için ve not tutma için çok iyi gayet yeterli bir ürün tek sorunu hafızası o da arttırılabilir. kalemi de içinde geliyor ve o da çok iyi. film ve video izlemekte tabletin boyutundan dolayı daha keyifli. özellikle dex modu aşırı iyi her anlamda ihtiyaçlarımı karşılıyor. boyutu itibari ile ağır da değil fakat taşımak bazen zor olabiliyor özellikle kılıfla biraz daha büyük görünüyor bunun dışında sorunu yok şarjı da gün içinde aktif kullansanız dahi yetiyor. sadece kargom biraz ge
https://www.trendyol.com/samsung/galaxy-tab-s7-fe-wifi-siyah-tablet-samsung-turkiye-garantili-p-154861970?boutiqueId=638145&merchantId=968,"Çok hızlı ve sağlam bir şekilde geldi teşekkür ederim,severek iş için kullandığım bir tablet kesinlikle tavsiye ederim"
https://www.trendyol.com/samsung/galaxy-tab-s7-fe-wifi-siyah-tablet-samsung-turkiye-garantili-p-154861970?boutiqueId=638145&merchantId=968,çok güzel paketleme ile geldi gayet sağlam ve kaliteli duruyor önerilir
https://www.trendyol.com/samsung/galaxy-tab-a9-8-gb-ram-128-gb-grafit-p-784566956?boutiqueId=638145&merchantId=968,gayet güzel ve sağlam geldi çocuğa aldık yeterli o yüzden
https://www.trendyol.com/samsung/galaxy-tab-a9-8-gb-ram-128-gb-grafit-p-784566956?boutiqueId=638145&merchantId=968,"Kendim kullanmak için aldım iPad Air’ım ile kıyaslayınca taşıması kullanması daha rahat ve pratik. 8 GB Ram büyük bir avantaj uzun vadeli kullanım için toplam 250 uygulamam var senkronizasyonlar falan açık ve boşta 4 GB Ram daha görünüyor. Ekranı yeterli dizi film ve okumalar için şarjı da iyi gidiyor ama daha da uzatılabilir kişisel tercihler ile, adaptör çıkmıyor. 10w veya  max 15w orijinal samsung adaptör ile hızlı şarj ediliyor. 8-128 ideal olmuş memnun kaldım. Çoçuğa değilde kendine tablet bakıp küçük bir cihaz isteyenlere öneriyorum. Ciha"
https://www.trendyol.com/samsung/galaxy-tab-a9-8-gb-ram-128-gb-grafit-p-784566956?boutiqueId=638145&merchantId=968,sorunsuz elime ulaştı teşekkürler
https://www.trendyol.com/samsung/galaxy-tab-a9-8-gb-ram-128-gb-grafit-p-784566956?boutiqueId=638145&merchantId=968,Çocuklar için aldık çok ideal bir boy gayet sevdiler
https://www.trendyol.com/samsung/galaxy-tab-a9-8-gb-ram-128-gb-grafit-p-784566956?boutiqueId=638145&merchantId=968,Sorunsuz elime ulaştı
https://www.trendyol.com/casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=638145&merchantId=968&advertItems=eyJhZHZlcnRJZCI6ImExY2ExYzQzLWJmY2YtNGMyZC1hYzZlLWNlYzIwMjQxOWUxZiIsInNvcnRpbmdTY29yZSI6MC4xMDEyMjg5MTg1MDc2OTUyLCJhZFNjb3JlIjowLjA0MDkwMDU3MzEzNDQyMjMsImFkU2NvcmVzIjp7IjEiOjAuMDQwOTAwNTczMTM0NDIyMywiMiI6MC4wNDA5MDA1NzMxMzQ0MjIzfSwiY3BjIjoyLjQ3NSwibWluQ3BjIjowLjAxLCJlQ3BjIjoyLjQ1Mjk5NjI1NDA2MTQxMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,çok güçlü sisteme sahip ve oyunları gayet akıcı şekilde oynatıyor. ses kalitesi aşırı iyi
https://www.trendyol.com/casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=638145&merchantId=968&advertItems=eyJhZHZlcnRJZCI6ImExY2ExYzQzLWJmY2YtNGMyZC1hYzZlLWNlYzIwMjQxOWUxZiIsInNvcnRpbmdTY29yZSI6MC4xMDEyMjg5MTg1MDc2OTUyLCJhZFNjb3JlIjowLjA0MDkwMDU3MzEzNDQyMjMsImFkU2NvcmVzIjp7IjEiOjAuMDQwOTAwNTczMTM0NDIyMywiMiI6MC4wNDA5MDA1NzMxMzQ0MjIzfSwiY3BjIjoyLjQ3NSwibWluQ3BjIjowLjAxLCJlQ3BjIjoyLjQ1Mjk5NjI1NDA2MTQxMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,İndirimde iken almıştık çok güzel istediğimiz bütün özellikler mevvur
https://www.trendyol.com/casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=638145&merchantId=968&advertItems=eyJhZHZlcnRJZCI6ImExY2ExYzQzLWJmY2YtNGMyZC1hYzZlLWNlYzIwMjQxOWUxZiIsInNvcnRpbmdTY29yZSI6MC4xMDEyMjg5MTg1MDc2OTUyLCJhZFNjb3JlIjowLjA0MDkwMDU3MzEzNDQyMjMsImFkU2NvcmVzIjp7IjEiOjAuMDQwOTAwNTczMTM0NDIyMywiMiI6MC4wNDA5MDA1NzMxMzQ0MjIzfSwiY3BjIjoyLjQ3NSwibWluQ3BjIjowLjAxLCJlQ3BjIjoyLjQ1Mjk5NjI1NDA2MTQxMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,Performansı çok iyi
https://www.trendyol.com/casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=638145&merchantId=968&advertItems=eyJhZHZlcnRJZCI6ImExY2ExYzQzLWJmY2YtNGMyZC1hYzZlLWNlYzIwMjQxOWUxZiIsInNvcnRpbmdTY29yZSI6MC4xMDEyMjg5MTg1MDc2OTUyLCJhZFNjb3JlIjowLjA0MDkwMDU3MzEzNDQyMjMsImFkU2NvcmVzIjp7IjEiOjAuMDQwOTAwNTczMTM0NDIyMywiMiI6MC4wNDA5MDA1NzMxMzQ0MjIzfSwiY3BjIjoyLjQ3NSwibWluQ3BjIjowLjAxLCJlQ3BjIjoyLjQ1Mjk5NjI1NDA2MTQxMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,ürünü çok beğendim paketleme ve teslimatta çok iyiydi
https://www.trendyol.com/casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=638145&merchantId=968&advertItems=eyJhZHZlcnRJZCI6ImExY2ExYzQzLWJmY2YtNGMyZC1hYzZlLWNlYzIwMjQxOWUxZiIsInNvcnRpbmdTY29yZSI6MC4xMDEyMjg5MTg1MDc2OTUyLCJhZFNjb3JlIjowLjA0MDkwMDU3MzEzNDQyMjMsImFkU2NvcmVzIjp7IjEiOjAuMDQwOTAwNTczMTM0NDIyMywiMiI6MC4wNDA5MDA1NzMxMzQ0MjIzfSwiY3BjIjoyLjQ3NSwibWluQ3BjIjowLjAxLCJlQ3BjIjoyLjQ1Mjk5NjI1NDA2MTQxMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,"Hızlı ve sorunsuz teslimat, sorunsuz uzun süre kullanır umarım. Teşekkürler."
https://www.trendyol.com/apple/ipad-9-nesil-64-gb-10-2-wi-fi-uzay-grisi-tablet-apple-turkiye-garantili-p-159077147?boutiqueId=621707&merchantId=230839,oğlum için aldım harika
https://www.trendyol.com/apple/ipad-9-nesil-64-gb-10-2-wi-fi-uzay-grisi-tablet-apple-turkiye-garantili-p-159077147?boutiqueId=621707&merchantId=230839,Paketleme güzeldi.  Sorunsuz geldi. Çok beğendik
https://www.trendyol.com/apple/ipad-9-nesil-64-gb-10-2-wi-fi-uzay-grisi-tablet-apple-turkiye-garantili-p-159077147?boutiqueId=621707&merchantId=230839,karne hediyesi aldım oğluma çok memnunuz gönül rahatlığıyla sipariş verebilirsiniz satıcı çok ilgili
https://www.trendyol.com/apple/ipad-9-nesil-64-gb-10-2-wi-fi-uzay-grisi-tablet-apple-turkiye-garantili-p-159077147?boutiqueId=621707&merchantId=230839,Sağlam geldi ürün zaten iyiydi
https://www.trendyol.com/apple/ipad-9-nesil-64-gb-10-2-wi-fi-uzay-grisi-tablet-apple-turkiye-garantili-p-159077147?boutiqueId=621707&merchantId=230839,Sorunsuz ulaştı stok yaptım
